candidate_id,semantic_score,behavior_score,logistics_score,signal_score
CAND_0063526,10.0,41.95,93.0,54.71
CAND_0063527,46.0,56.77,90.0,65.08
CAND_0063528,46.0,49.65,85.0,58.49
CAND_0063529,34.0,51.53,85.0,59.9
CAND_0063530,46.0,23.52,100.0,42.64
CAND_0063531,0.0,39.4,87.0,51.3
CAND_0063532,46.0,65.52,100.0,74.14
CAND_0063533,10.0,43.29,95.0,56.22
CAND_0063534,0.0,68.18,95.0,74.89
CAND_0063535,14.0,45.55,90.0,56.66
CAND_0063536,42.0,40.26,88.0,52.2
CAND_0063537,30.0,59.76,82.0,65.32
CAND_0063538,10.0,45.34,85.0,55.26
CAND_0063539,84.0,37.15,94.0,51.36
CAND_0063540,0.0,57.57,94.0,66.68
CAND_0063541,72.0,53.26,97.0,64.19
CAND_0063542,30.0,64.95,87.0,70.46
CAND_0063543,10.0,53.15,97.0,64.11
CAND_0063544,22.0,24.32,81.0,38.49
CAND_0063545,18.0,52.68,100.0,64.51
CAND_0063546,30.0,64.47,91.0,71.1
CAND_0063547,72.0,31.11,94.0,46.83
CAND_0063548,22.0,30.99,92.0,46.24
CAND_0063549,46.0,85.29,100.0,88.97
CAND_0063550,26.0,63.13,100.0,72.35
CAND_0063551,0.0,75.26,89.0,78.7
CAND_0063552,30.0,47.15,100.0,60.36
CAND_0063553,0.0,28.18,100.0,46.13
CAND_0063554,10.0,38.55,98.0,53.41
CAND_0063555,10.0,41.5,86.0,52.62
CAND_0063556,22.0,50.85,100.0,63.14
CAND_0063557,26.0,57.84,100.0,68.38
CAND_0063558,0.0,38.81,100.0,54.11
CAND_0063559,10.0,71.26,100.0,78.45
CAND_0063560,98.0,79.03,100.0,84.27
CAND_0063561,14.0,49.82,90.0,59.87
CAND_0063562,10.0,45.09,86.0,55.32
CAND_0063563,18.0,44.36,97.0,57.52
CAND_0063564,22.0,52.15,97.0,63.36
CAND_0063565,22.0,71.28,100.0,78.46
CAND_0063566,10.0,63.41,100.0,72.56
CAND_0063567,10.0,75.78,86.0,78.34
CAND_0063568,100.0,51.44,93.0,61.83
CAND_0063569,10.0,29.2,100.0,46.9
CAND_0063570,30.0,40.83,100.0,55.62
CAND_0063571,26.0,39.08,83.0,50.06
CAND_0063572,10.0,51.97,89.0,61.23
CAND_0063573,22.0,27.06,94.0,43.8
CAND_0063574,72.0,87.07,90.0,87.8
CAND_0063575,98.0,65.65,100.0,74.24
CAND_0063576,26.0,52.2,100.0,64.15
CAND_0063577,10.0,69.93,99.0,77.2
CAND_0063578,10.0,75.31,88.0,78.48
CAND_0063579,0.0,79.25,93.0,82.69
CAND_0063580,38.0,35.47,91.0,49.35
CAND_0063581,52.0,45.91,93.0,57.68
CAND_0063582,22.0,41.05,89.0,53.04
CAND_0063583,10.0,70.99,79.0,72.99
CAND_0063584,22.0,37.32,78.0,47.49
CAND_0063585,86.0,88.16,99.0,90.87
CAND_0063586,30.0,74.36,87.0,77.52
CAND_0063587,30.0,55.77,100.0,66.83
CAND_0063588,26.0,47.99,93.0,59.24
CAND_0063589,46.0,68.87,95.0,75.4
CAND_0063590,10.0,49.02,83.0,57.52
CAND_0063591,0.0,66.96,96.0,74.22
CAND_0063592,30.0,60.87,85.0,66.9
CAND_0063593,26.0,37.35,92.0,51.01
CAND_0063594,10.0,37.47,99.0,52.85
CAND_0063595,30.0,66.0,93.0,72.75
CAND_0063596,10.0,30.46,88.0,44.84
CAND_0063597,46.0,79.16,87.0,81.12
CAND_0063598,10.0,60.56,100.0,70.42
CAND_0063599,30.0,39.6,96.0,53.7
CAND_0063600,26.0,44.44,86.0,54.83
CAND_0063601,10.0,47.42,79.0,55.31
CAND_0063602,22.0,69.27,88.0,73.95
CAND_0063603,10.0,45.79,90.0,56.84
CAND_0063604,56.0,50.63,98.0,62.47
CAND_0063605,14.0,40.02,85.0,51.27
CAND_0063606,26.0,42.68,91.0,54.76
CAND_0063607,0.0,39.21,100.0,54.41
CAND_0063608,22.0,69.6,95.0,75.95
CAND_0063609,14.0,29.41,93.0,45.31
CAND_0063610,14.0,39.44,97.0,53.83
CAND_0063611,46.0,45.51,100.0,59.13
CAND_0063612,38.0,46.09,98.0,59.07
CAND_0063613,22.0,43.46,87.0,54.34
CAND_0063614,30.0,37.56,86.0,49.67
CAND_0063615,10.0,62.03,90.0,69.02
CAND_0063616,0.0,74.42,98.0,80.31
CAND_0063617,56.0,69.95,83.0,73.21
CAND_0063618,10.0,46.62,100.0,59.96
CAND_0063619,10.0,64.17,100.0,73.13
CAND_0063620,30.0,66.25,100.0,74.69
CAND_0063621,84.0,40.69,93.0,53.77
CAND_0063622,98.0,63.13,99.0,72.1
CAND_0063623,10.0,34.5,90.0,48.38
CAND_0063624,30.0,46.21,87.0,56.41
CAND_0063625,14.0,62.4,74.0,65.3
CAND_0063626,60.0,49.17,100.0,61.88
CAND_0063627,38.0,38.3,95.0,52.47
CAND_0063628,10.0,40.81,93.0,53.86
CAND_0063629,42.0,36.11,86.0,48.58
CAND_0063630,0.0,61.7,93.0,69.53
CAND_0063631,10.0,76.43,92.0,80.32
CAND_0063632,10.0,39.68,93.0,53.01
CAND_0063633,30.0,74.95,95.0,79.96
CAND_0063634,26.0,49.14,93.0,60.11
CAND_0063635,98.0,45.73,93.0,57.55
CAND_0063636,22.0,37.85,100.0,53.39
CAND_0063637,38.0,78.59,91.0,81.69
CAND_0063638,26.0,44.95,93.0,56.96
CAND_0063639,10.0,42.1,100.0,56.58
CAND_0063640,0.0,67.58,93.0,73.94
CAND_0063641,98.0,53.1,100.0,64.83
CAND_0063642,10.0,56.03,93.0,65.27
CAND_0063643,30.0,58.7,93.0,67.28
CAND_0063644,10.0,30.89,97.0,47.42
CAND_0063645,46.0,78.73,85.0,80.3
CAND_0063646,100.0,46.27,78.0,54.2
CAND_0063647,10.0,54.52,100.0,65.89
CAND_0063648,56.0,75.91,80.0,76.93
CAND_0063649,10.0,55.32,87.0,63.24
CAND_0063650,46.0,67.28,94.0,73.96
CAND_0063651,14.0,44.19,90.0,55.64
CAND_0063652,30.0,82.93,95.0,85.95
CAND_0063653,56.0,53.93,93.0,63.7
CAND_0063654,0.0,53.81,100.0,65.36
CAND_0063655,0.0,41.66,100.0,56.24
CAND_0063656,38.0,61.34,89.0,68.25
CAND_0063657,100.0,34.12,81.0,45.84
CAND_0063658,60.0,75.08,96.0,80.31
CAND_0063659,10.0,67.89,95.0,74.67
CAND_0063660,0.0,58.79,85.0,65.34
CAND_0063661,30.0,55.97,93.0,65.23
CAND_0063662,30.0,72.47,83.0,75.1
CAND_0063663,0.0,40.16,94.0,53.62
CAND_0063664,22.0,38.58,79.0,48.69
CAND_0063665,42.0,52.9,97.0,63.92
CAND_0063666,10.0,40.35,82.0,50.76
CAND_0063667,26.0,44.88,86.0,55.16
CAND_0063668,100.0,39.56,88.0,51.67
CAND_0063669,10.0,46.99,96.0,59.24
CAND_0063670,30.0,49.18,95.0,60.63
CAND_0063671,10.0,46.11,97.0,58.83
CAND_0063672,30.0,55.57,98.0,66.18
CAND_0063673,22.0,29.41,77.0,41.31
CAND_0063674,22.0,59.61,89.0,66.96
CAND_0063675,10.0,35.13,100.0,51.35
CAND_0063676,10.0,44.37,96.0,57.28
CAND_0063677,10.0,45.77,100.0,59.33
CAND_0063678,26.0,44.17,81.0,53.38
CAND_0063679,30.0,63.16,100.0,72.37
CAND_0063680,30.0,39.19,81.0,49.64
CAND_0063681,10.0,39.48,95.0,53.36
CAND_0063682,0.0,50.6,100.0,62.95
CAND_0063683,10.0,46.32,91.0,57.49
CAND_0063684,22.0,55.09,94.0,64.82
CAND_0063685,10.0,47.44,94.0,59.08
CAND_0063686,56.0,46.96,89.0,57.47
CAND_0063687,0.0,40.5,94.0,53.88
CAND_0063688,46.0,53.14,100.0,64.86
CAND_0063689,46.0,50.56,100.0,62.92
CAND_0063690,30.0,49.42,94.0,60.56
CAND_0063691,0.0,37.08,95.0,51.56
CAND_0063692,38.0,61.86,94.0,69.89
CAND_0063693,0.0,48.18,77.0,55.38
CAND_0063694,10.0,51.81,95.0,62.61
CAND_0063695,84.0,51.13,100.0,63.35
CAND_0063696,10.0,50.06,94.0,61.05
CAND_0063697,14.0,74.71,95.0,79.78
CAND_0063698,0.0,45.01,100.0,58.76
CAND_0063699,26.0,50.55,81.0,58.16
CAND_0063700,10.0,35.4,100.0,51.55
CAND_0063701,14.0,50.26,88.0,59.7
CAND_0063702,30.0,49.67,88.0,59.25
CAND_0063703,10.0,29.36,90.0,44.52
CAND_0063704,0.0,48.7,100.0,61.53
CAND_0063705,30.0,56.23,86.0,63.67
CAND_0063706,18.0,66.25,94.0,73.19
CAND_0063707,86.0,67.18,89.0,72.64
CAND_0063708,10.0,53.36,98.0,64.52
CAND_0063709,0.0,42.22,100.0,56.66
CAND_0063710,0.0,50.59,100.0,62.94
CAND_0063711,26.0,44.15,99.0,57.86
CAND_0063712,46.0,70.51,100.0,77.88
CAND_0063713,0.0,55.03,97.0,65.52
CAND_0063714,26.0,61.18,100.0,70.88
CAND_0063715,10.0,37.63,100.0,53.22
CAND_0063716,10.0,37.0,88.0,49.75
CAND_0063717,10.0,57.68,87.0,65.01
CAND_0063718,98.0,37.78,85.0,49.59
CAND_0063719,10.0,39.54,100.0,54.66
CAND_0063720,0.0,49.44,93.0,60.33
CAND_0063721,26.0,42.3,94.0,55.22
CAND_0063722,30.0,50.06,100.0,62.55
CAND_0063723,0.0,49.19,91.0,59.64
CAND_0063724,0.0,59.73,92.0,67.8
CAND_0063725,46.0,53.06,85.0,61.05
CAND_0063726,38.0,43.44,100.0,57.58
CAND_0063727,58.0,43.99,80.0,52.99
CAND_0063728,38.0,45.33,85.0,55.25
CAND_0063729,10.0,39.62,90.0,52.21
CAND_0063730,100.0,49.47,93.0,60.35
CAND_0063731,98.0,47.12,91.0,58.09
CAND_0063732,10.0,37.36,90.0,50.52
CAND_0063733,14.0,46.68,94.0,58.51
CAND_0063734,42.0,46.38,100.0,59.79
CAND_0063735,22.0,46.7,84.0,56.03
CAND_0063736,98.0,98.54,95.0,97.66
CAND_0063737,100.0,38.89,100.0,54.17
CAND_0063738,10.0,38.78,100.0,54.09
CAND_0063739,10.0,55.44,88.0,63.58
CAND_0063740,46.0,70.27,85.0,73.95
CAND_0063741,14.0,37.54,93.0,51.41
CAND_0063742,30.0,73.25,94.0,78.44
CAND_0063743,30.0,52.71,78.0,59.03
CAND_0063744,10.0,35.24,100.0,51.43
CAND_0063745,10.0,54.46,86.0,62.34
CAND_0063746,46.0,40.74,100.0,55.55
CAND_0063747,10.0,75.46,95.0,80.34
CAND_0063748,10.0,68.26,96.0,75.2
CAND_0063749,10.0,45.82,98.0,58.87
CAND_0063750,38.0,53.44,86.0,61.58
CAND_0063751,46.0,47.01,96.0,59.26
CAND_0063752,22.0,49.07,95.0,60.55
CAND_0063753,30.0,64.02,94.0,71.52
CAND_0063754,30.0,45.31,85.0,55.23
CAND_0063755,30.0,71.09,92.0,76.32
CAND_0063756,10.0,42.13,91.0,54.35
CAND_0063757,0.0,46.26,92.0,57.7
CAND_0063758,22.0,29.71,97.0,46.53
CAND_0063759,10.0,37.13,90.0,50.35
CAND_0063760,10.0,68.3,93.0,74.47
CAND_0063761,0.0,62.54,93.0,70.16
CAND_0063762,22.0,51.96,98.0,63.47
CAND_0063763,26.0,45.36,95.0,57.77
CAND_0063764,22.0,39.26,74.0,47.95
CAND_0063765,38.0,49.66,95.0,60.99
CAND_0063766,10.0,81.8,82.0,81.85
CAND_0063767,38.0,71.5,100.0,78.62
CAND_0063768,72.0,40.34,98.0,54.76
CAND_0063769,58.0,40.7,93.0,53.78
CAND_0063770,0.0,81.4,94.0,84.55
CAND_0063771,0.0,44.12,99.0,57.84
CAND_0063772,26.0,45.16,93.0,57.12
CAND_0063773,10.0,45.39,98.0,58.54
CAND_0063774,38.0,59.68,94.0,68.26
CAND_0063775,22.0,43.67,100.0,57.75
CAND_0063776,14.0,62.03,90.0,69.02
CAND_0063777,22.0,61.64,87.0,67.98
CAND_0063778,0.0,45.0,97.0,58.0
CAND_0063779,36.0,73.4,91.0,77.8
CAND_0063780,0.0,46.74,100.0,60.05
CAND_0063781,10.0,34.46,88.0,47.84
CAND_0063782,30.0,39.96,100.0,54.97
CAND_0063783,18.0,60.03,85.0,66.27
CAND_0063784,22.0,63.92,82.0,68.44
CAND_0063785,30.0,47.68,90.0,58.26
CAND_0063786,10.0,80.5,100.0,85.38
CAND_0063787,30.0,80.42,87.0,82.06
CAND_0063788,0.0,57.94,100.0,68.45
CAND_0063789,30.0,38.99,91.0,51.99
CAND_0063790,14.0,54.13,100.0,65.6
CAND_0063791,30.0,81.13,89.0,83.1
CAND_0063792,10.0,39.55,93.0,52.91
CAND_0063793,72.0,68.95,87.0,73.46
CAND_0063794,84.0,50.53,97.0,62.15
CAND_0063795,18.0,37.87,82.0,48.9
CAND_0063796,26.0,46.13,92.0,57.6
CAND_0063797,30.0,41.06,81.0,51.05
CAND_0063798,30.0,71.83,100.0,78.87
CAND_0063799,22.0,53.52,98.0,64.64
CAND_0063800,72.0,82.56,95.0,85.67
CAND_0063801,46.0,44.27,92.0,56.2
CAND_0063802,10.0,40.8,81.0,50.85
CAND_0063803,10.0,38.39,100.0,53.79
CAND_0063804,10.0,50.12,97.0,61.84
CAND_0063805,46.0,74.9,88.0,78.18
CAND_0063806,26.0,46.11,93.0,57.83
CAND_0063807,0.0,42.29,79.0,51.47
CAND_0063808,14.0,40.6,98.0,54.95
CAND_0063809,26.0,22.4,100.0,41.8
CAND_0063810,26.0,36.29,100.0,52.22
CAND_0063811,10.0,46.83,100.0,60.12
CAND_0063812,14.0,54.84,98.0,65.63
CAND_0063813,30.0,79.86,90.0,82.39
CAND_0063814,18.0,51.17,97.0,62.63
CAND_0063815,22.0,34.99,100.0,51.24
CAND_0063816,10.0,68.03,79.0,70.77
CAND_0063817,46.0,62.99,96.0,71.24
CAND_0063818,36.0,38.02,93.0,51.77
CAND_0063819,46.0,56.35,100.0,67.26
CAND_0063820,0.0,30.86,88.0,45.14
CAND_0063821,38.0,37.18,83.0,48.63
CAND_0063822,30.0,67.24,98.0,74.93
CAND_0063823,30.0,63.89,94.0,71.42
CAND_0063824,10.0,44.87,100.0,58.65
CAND_0063825,0.0,37.48,100.0,53.11
CAND_0063826,98.0,54.15,100.0,65.61
CAND_0063827,26.0,54.99,97.0,65.49
CAND_0063828,10.0,70.19,88.0,74.64
CAND_0063829,38.0,35.41,89.0,48.81
CAND_0063830,10.0,41.49,92.0,54.12
CAND_0063831,26.0,36.71,90.0,50.03
CAND_0063832,30.0,32.68,95.0,48.26
CAND_0063833,10.0,46.01,91.0,57.26
CAND_0063834,10.0,39.09,100.0,54.32
CAND_0063835,98.0,45.52,93.0,57.39
CAND_0063836,30.0,39.93,100.0,54.95
CAND_0063837,30.0,80.84,79.0,80.38
CAND_0063838,42.0,51.64,100.0,63.73
CAND_0063839,30.0,45.97,87.0,56.23
CAND_0063840,72.0,44.74,94.0,57.05
CAND_0063841,30.0,52.04,93.0,62.28
CAND_0063842,10.0,41.15,95.0,54.61
CAND_0063843,84.0,53.32,94.0,63.49
CAND_0063844,10.0,72.32,86.0,75.74
CAND_0063845,26.0,27.55,94.0,44.16
CAND_0063846,26.0,59.43,97.0,68.82
CAND_0063847,14.0,75.12,93.0,79.59
CAND_0063848,0.0,48.61,95.0,60.21
CAND_0063849,10.0,43.55,100.0,57.66
CAND_0063850,10.0,44.65,93.0,56.74
CAND_0063851,46.0,86.08,100.0,89.56
CAND_0063852,14.0,71.29,97.0,77.72
CAND_0063853,30.0,57.89,82.0,63.92
CAND_0063854,26.0,44.97,95.0,57.48
CAND_0063855,10.0,58.33,100.0,68.75
CAND_0063856,46.0,69.31,96.0,75.98
CAND_0063857,30.0,48.77,93.0,59.83
CAND_0063858,26.0,40.92,97.0,54.94
CAND_0063859,14.0,39.62,93.0,52.96
CAND_0063860,44.0,42.24,91.0,54.43
CAND_0063861,10.0,41.35,83.0,51.76
CAND_0063862,98.0,63.18,99.0,72.13
CAND_0063863,38.0,37.84,100.0,53.38
CAND_0063864,30.0,28.72,94.0,45.04
CAND_0063865,22.0,35.12,89.0,48.59
CAND_0063866,34.0,51.96,97.0,63.22
CAND_0063867,26.0,77.13,82.0,78.35
CAND_0063868,10.0,35.84,90.0,49.38
CAND_0063869,10.0,52.25,100.0,64.19
CAND_0063870,26.0,40.21,93.0,53.41
CAND_0063871,82.0,49.26,100.0,61.95
CAND_0063872,84.0,57.62,77.0,62.46
CAND_0063873,10.0,66.13,98.0,74.1
CAND_0063874,14.0,55.3,85.0,62.72
CAND_0063875,0.0,43.49,90.0,55.12
CAND_0063876,10.0,46.49,92.0,57.87
CAND_0063877,30.0,75.34,90.0,79.0
CAND_0063878,26.0,31.63,100.0,48.72
CAND_0063879,46.0,66.95,100.0,75.21
CAND_0063880,22.0,44.55,100.0,58.41
CAND_0063881,30.0,52.14,85.0,60.36
CAND_0063882,10.0,35.13,94.0,49.85
CAND_0063883,30.0,60.64,95.0,69.23
CAND_0063884,22.0,44.21,87.0,54.91
CAND_0063885,18.0,42.87,93.0,55.4
CAND_0063886,42.0,42.95,100.0,57.21
CAND_0063887,10.0,71.52,97.0,77.89
CAND_0063888,10.0,43.19,93.0,55.64
CAND_0063889,56.0,43.98,90.0,55.48
CAND_0063890,46.0,53.16,90.0,62.37
CAND_0063891,26.0,26.6,100.0,44.95
CAND_0063892,98.0,45.33,85.0,55.25
CAND_0063893,56.0,51.87,93.0,62.15
CAND_0063894,10.0,48.18,98.0,60.63
CAND_0063895,22.0,67.11,97.0,74.58
CAND_0063896,10.0,44.32,100.0,58.24
CAND_0063897,30.0,39.98,100.0,54.98
CAND_0063898,10.0,62.79,100.0,72.09
CAND_0063899,60.0,42.34,78.0,51.26
CAND_0063900,14.0,47.64,100.0,60.73
CAND_0063901,10.0,41.61,94.0,54.71
CAND_0063902,0.0,71.2,95.0,77.15
CAND_0063903,22.0,57.01,95.0,66.51
CAND_0063904,30.0,59.21,100.0,69.41
CAND_0063905,30.0,30.2,93.0,45.9
CAND_0063906,10.0,55.17,82.0,61.88
CAND_0063907,22.0,40.39,89.0,52.54
CAND_0063908,30.0,82.94,100.0,87.2
CAND_0063909,10.0,27.39,89.0,42.79
CAND_0063910,10.0,49.22,100.0,61.91
CAND_0063911,10.0,50.66,90.0,60.49
CAND_0063912,26.0,44.45,100.0,58.34
CAND_0063913,38.0,45.14,98.0,58.36
CAND_0063914,30.0,49.82,99.0,62.12
CAND_0063915,100.0,43.66,100.0,57.74
CAND_0063916,10.0,39.14,81.0,49.61
CAND_0063917,38.0,77.4,96.0,82.05
CAND_0063918,14.0,71.08,100.0,78.31
CAND_0063919,46.0,70.24,95.0,76.43
CAND_0063920,84.0,40.9,80.0,50.67
CAND_0063921,30.0,71.86,100.0,78.89
CAND_0063922,26.0,37.01,98.0,52.26
CAND_0063923,30.0,62.57,86.0,68.43
CAND_0063924,10.0,63.15,95.0,71.11
CAND_0063925,46.0,56.33,100.0,67.25
CAND_0063926,26.0,27.53,100.0,45.65
CAND_0063927,46.0,79.56,99.0,84.42
CAND_0063928,46.0,48.97,90.0,59.23
CAND_0063929,30.0,53.97,97.0,64.73
CAND_0063930,22.0,47.45,95.0,59.34
CAND_0063931,22.0,42.87,76.0,51.15
CAND_0063932,46.0,66.09,100.0,74.57
CAND_0063933,10.0,40.23,85.0,51.42
CAND_0063934,60.0,52.18,92.0,62.13
CAND_0063935,38.0,62.07,100.0,71.55
CAND_0063936,22.0,24.6,100.0,43.45
CAND_0063937,26.0,42.1,100.0,56.58
CAND_0063938,10.0,51.37,74.0,57.03
CAND_0063939,46.0,43.06,93.0,55.55
CAND_0063940,42.0,42.6,82.0,52.45
CAND_0063941,30.0,50.48,98.0,62.36
CAND_0063942,14.0,45.97,91.0,57.23
CAND_0063943,30.0,54.31,79.0,60.48
CAND_0063944,10.0,45.28,75.0,52.71
CAND_0063945,60.0,49.31,90.0,59.48
CAND_0063946,0.0,61.49,100.0,71.12
CAND_0063947,26.0,37.66,81.0,48.49
CAND_0063948,10.0,69.77,100.0,77.33
CAND_0063949,82.0,81.3,100.0,85.97
CAND_0063950,36.0,65.54,81.0,69.41
CAND_0063951,10.0,36.77,93.0,50.83
CAND_0063952,10.0,38.32,88.0,50.74
CAND_0063953,10.0,40.03,99.0,54.77
CAND_0063954,30.0,33.59,95.0,48.94
CAND_0063955,10.0,55.35,85.0,62.76
CAND_0063956,22.0,39.19,100.0,54.39
CAND_0063957,58.0,59.03,100.0,69.27
CAND_0063958,14.0,52.29,100.0,64.22
CAND_0063959,46.0,82.72,82.0,82.54
CAND_0063960,0.0,31.65,96.0,47.74
CAND_0063961,10.0,38.17,84.0,49.63
CAND_0063962,0.0,34.62,96.0,49.96
CAND_0063963,0.0,33.79,100.0,50.34
CAND_0063964,10.0,65.35,93.0,72.26
CAND_0063965,34.0,50.47,100.0,62.85
CAND_0063966,10.0,42.64,100.0,56.98
CAND_0063967,26.0,64.48,100.0,73.36
CAND_0063968,30.0,63.49,79.0,67.37
CAND_0063969,10.0,58.45,94.0,67.34
CAND_0063970,10.0,71.9,93.0,77.18
CAND_0063971,10.0,41.13,99.0,55.6
CAND_0063972,38.0,77.08,100.0,82.81
CAND_0063973,14.0,44.04,100.0,58.03
CAND_0063974,10.0,52.08,100.0,64.06
CAND_0063975,30.0,44.54,93.0,56.66
CAND_0063976,10.0,48.67,88.0,58.5
CAND_0063977,0.0,74.56,100.0,80.92
CAND_0063978,26.0,66.1,95.0,73.32
CAND_0063979,10.0,65.82,76.0,68.36
CAND_0063980,22.0,39.98,98.0,54.48
CAND_0063981,10.0,41.24,91.0,53.68
CAND_0063982,10.0,58.16,100.0,68.62
CAND_0063983,10.0,64.64,83.0,69.23
CAND_0063984,46.0,71.78,81.0,74.09
CAND_0063985,10.0,45.54,98.0,58.66
CAND_0063986,0.0,64.17,100.0,73.13
CAND_0063987,10.0,71.96,78.0,73.47
CAND_0063988,18.0,42.8,92.0,55.1
CAND_0063989,10.0,44.15,91.0,55.86
CAND_0063990,30.0,58.19,79.0,63.39
CAND_0063991,0.0,32.77,100.0,49.58
CAND_0063992,26.0,35.09,81.0,46.57
CAND_0063993,42.0,58.36,75.0,62.52
CAND_0063994,10.0,66.15,100.0,74.61
CAND_0063995,10.0,36.82,95.0,51.37
CAND_0063996,38.0,38.33,100.0,53.75
CAND_0063997,10.0,85.81,100.0,89.36
CAND_0063998,46.0,44.97,92.0,56.73
CAND_0063999,30.0,42.71,98.0,56.53
CAND_0064000,10.0,47.11,96.0,59.33
CAND_0064001,30.0,34.45,95.0,49.59
CAND_0064002,0.0,78.66,100.0,84.0
CAND_0064003,22.0,49.25,84.0,57.94
CAND_0064004,72.0,81.53,93.0,84.4
CAND_0064005,100.0,41.34,96.0,55.01
CAND_0064006,14.0,45.61,89.0,56.46
CAND_0064007,10.0,60.76,100.0,70.57
CAND_0064008,26.0,52.93,95.0,63.45
CAND_0064009,10.0,37.3,97.0,52.22
CAND_0064010,46.0,75.74,80.0,76.8
CAND_0064011,72.0,38.78,87.0,50.84
CAND_0064012,10.0,47.69,100.0,60.77
CAND_0064013,10.0,78.09,98.0,83.07
CAND_0064014,30.0,76.65,95.0,81.24
CAND_0064015,26.0,64.88,98.0,73.16
CAND_0064016,26.0,48.08,85.0,57.31
CAND_0064017,22.0,37.57,94.0,51.68
CAND_0064018,26.0,31.51,94.0,47.13
CAND_0064019,26.0,31.23,100.0,48.42
CAND_0064020,46.0,81.6,85.0,82.45
CAND_0064021,10.0,33.04,100.0,49.78
CAND_0064022,22.0,55.5,87.0,63.38
CAND_0064023,30.0,48.06,100.0,61.05
CAND_0064024,18.0,58.69,89.0,66.27
CAND_0064025,26.0,51.12,87.0,60.09
CAND_0064026,14.0,43.03,93.0,55.52
CAND_0064027,26.0,32.41,100.0,49.31
CAND_0064028,0.0,30.58,92.0,45.94
CAND_0064029,10.0,36.41,100.0,52.31
CAND_0064030,46.0,67.08,100.0,75.31
CAND_0064031,18.0,77.98,91.0,81.23
CAND_0064032,22.0,52.84,96.0,63.63
CAND_0064033,26.0,75.3,100.0,81.47
CAND_0064034,10.0,39.91,94.0,53.43
CAND_0064035,30.0,58.89,88.0,66.17
CAND_0064036,84.0,46.0,90.0,57.0
CAND_0064037,42.0,37.6,77.0,47.45
CAND_0064038,10.0,44.58,93.0,56.69
CAND_0064039,26.0,67.82,94.0,74.36
CAND_0064040,22.0,33.58,87.0,46.94
CAND_0064041,38.0,38.28,93.0,51.96
CAND_0064042,30.0,39.9,77.0,49.17
CAND_0064043,22.0,75.13,100.0,81.35
CAND_0064044,30.0,59.93,99.0,69.7
CAND_0064045,14.0,44.18,100.0,58.13
CAND_0064046,0.0,71.97,100.0,78.98
CAND_0064047,10.0,39.11,97.0,53.58
CAND_0064048,46.0,53.98,93.0,63.73
CAND_0064049,26.0,65.44,82.0,69.58
CAND_0064050,46.0,62.82,98.0,71.62
CAND_0064051,0.0,41.47,100.0,56.1
CAND_0064052,30.0,56.07,100.0,67.05
CAND_0064053,26.0,55.76,91.0,64.57
CAND_0064054,86.0,44.42,100.0,58.31
CAND_0064055,46.0,40.76,82.0,51.07
CAND_0064056,0.0,73.31,91.0,77.73
CAND_0064057,10.0,53.87,96.0,64.4
CAND_0064058,0.0,44.36,91.0,56.02
CAND_0064059,26.0,70.84,97.0,77.38
CAND_0064060,30.0,40.25,100.0,55.19
CAND_0064061,10.0,36.83,91.0,50.37
CAND_0064062,26.0,44.65,100.0,58.49
CAND_0064063,30.0,33.9,97.0,49.67
CAND_0064064,26.0,48.45,98.0,60.84
CAND_0064065,10.0,57.88,96.0,67.41
CAND_0064066,10.0,38.97,81.0,49.48
CAND_0064067,26.0,38.46,100.0,53.84
CAND_0064068,10.0,52.68,90.0,62.01
CAND_0064069,30.0,48.82,94.0,60.12
CAND_0064070,56.0,65.55,91.0,71.91
CAND_0064071,14.0,65.16,90.0,71.37
CAND_0064072,18.0,38.81,95.0,52.86
CAND_0064073,10.0,43.35,100.0,57.51
CAND_0064074,22.0,49.19,87.0,58.64
CAND_0064075,10.0,33.77,96.0,49.33
CAND_0064076,10.0,33.09,74.0,43.32
CAND_0064077,26.0,50.32,97.0,61.99
CAND_0064078,46.0,36.15,98.0,51.61
CAND_0064079,22.0,82.77,95.0,85.83
CAND_0064080,26.0,55.12,100.0,66.34
CAND_0064081,72.0,74.95,100.0,81.21
CAND_0064082,26.0,47.84,95.0,59.63
CAND_0064083,82.0,50.52,100.0,62.89
CAND_0064084,26.0,56.73,81.0,62.8
CAND_0064085,56.0,44.24,86.0,54.68
CAND_0064086,30.0,51.82,100.0,63.87
CAND_0064087,22.0,25.83,88.0,41.37
CAND_0064088,72.0,56.61,83.0,63.21
CAND_0064089,10.0,36.51,100.0,52.38
CAND_0064090,30.0,69.4,94.0,75.55
CAND_0064091,30.0,78.23,93.0,81.92
CAND_0064092,46.0,53.61,94.0,63.71
CAND_0064093,42.0,54.33,89.0,63.0
CAND_0064094,10.0,48.07,95.0,59.8
CAND_0064095,14.0,32.58,94.0,47.94
CAND_0064096,42.0,41.4,92.0,54.05
CAND_0064097,38.0,44.09,100.0,58.07
CAND_0064098,30.0,63.26,93.0,70.69
CAND_0064099,0.0,49.82,94.0,60.87
CAND_0064100,26.0,30.13,91.0,45.35
CAND_0064101,26.0,48.42,89.0,58.56
CAND_0064102,10.0,53.16,97.0,64.12
CAND_0064103,10.0,53.25,82.0,60.44
CAND_0064104,22.0,42.82,90.0,54.62
CAND_0064105,38.0,51.33,100.0,63.5
CAND_0064106,72.0,65.89,100.0,74.42
CAND_0064107,0.0,74.89,87.0,77.92
